Date,Product_Category,Product,Region,Customer_Type,Units_Sold,Unit_Price,Revenue,Profit
2022-12-14,Clothing,Sneakers,North,Retail,52,279.38,17433.31,4998.69
2022-12-14,Clothing,Dress,South,Retail,67,374.77,23854.11,3627.59
2022-12-14,Sports,Dumbbell Set,South,Retail,53,99.39,5004.29,1833.73
2022-12-14,Sports,Dumbbell Set,Central,Wholesale,61,90.65,5529.65,2262.29
2022-12-14,Sports,Tennis Racket,South,Wholesale,65,234.25,14464.94,3561.23
2022-12-14,Clothing,Sneakers,East,Direct,75,355.71,26678.25,10520.3
2022-12-14,Beauty,Fragrance,Central,Wholesale,64,200.43,12827.52,3723.69
2022-12-14,Home & Garden,Cookware Set,West,Direct,84,170.97,15797.63,4423.25
2022-12-14,Home & Garden,Garden Tools,Central,Wholesale,80,326.87,26149.6,4017.95
2022-12-14,Clothing,T-Shirt,South,Direct,79,387.7,29096.88,7672.29
2022-12-14,Home & Garden,Bedding Set,South,Direct,28,26.42,702.77,146.98
2022-12-14,Clothing,T-Shirt,South,Retail,29,348.58,9603.38,4130.92
2022-12-15,Sports,Yoga Mat,North,Retail,74,149.33,13260.5,3893.47
2022-12-15,Clothing,T-Shirt,Central,Retail,14,283.73,3972.22,1195.44
2022-12-15,Beauty,Hair Dryer,South,Direct,12,260.72,2972.21,724.25
2022-12-15,Electronics,Smartphone,North,Wholesale,76,495.3,45171.36,16271.94
2022-12-15,Clothing,Jeans,North,Retail,72,181.16,15652.22,3847.36
2022-12-15,Home & Garden,Office Chair,North,Direct,33,191.78,7594.49,1877.0
2022-12-15,Home & Garden,Bedding Set,West,Wholesale,8,459.98,4047.82,1580.4
2022-12-15,Clothing,T-Shirt,Central,Wholesale,65,93.51,6078.15,1330.43
2022-12-15,Clothing,T-Shirt,Central,Retail,31,50.62,1569.22,317.3
2022-12-15,Sports,Dumbbell Set,Central,Retail,84,109.18,9171.12,3023.24
2022-12-15,Electronics,Smartwatch,East,Wholesale,29,123.9,3593.1,1358.38
2022-12-15,Beauty,Face Serum,North,Direct,13,25.26,394.06,133.87
2022-12-15,Clothing,Dress,North,Direct,99,269.23,31984.52,8181.95
2022-12-15,Sports,Bike Helmet,Central,Retail,77,299.89,23091.53,5540.78
2022-12-15,Electronics,Smartphone,North,Retail,52,261.96,16346.3,5321.5
2022-12-15,Clothing,T-Shirt,West,Direct,98,413.85,44613.03,16432.08
2022-12-15,Beauty,Face Serum,South,Wholesale,35,328.43,10920.3,1817.51
2022-12-16,Home & Garden,Lamp,Central,Wholesale,27,330.75,8930.25,2561.75
2022-12-16,Home & Garden,Bedding Set,North,Wholesale,13,382.07,5960.29,1290.55
2022-12-16,Home & Garden,Office Chair,South,Retail,82,455.17,35457.74,13671.77
2022-12-16,Beauty,Hair Dryer,East,Direct,97,299.57,29058.29,10960.08
2022-12-16,Home & Garden,Lamp,East,Wholesale,44,498.38,21928.72,4515.03
2022-12-16,Home & Garden,Garden Tools,West,Wholesale,36,237.61,9409.36,3688.88
2022-12-16,Sports,Yoga Mat,West,Retail,33,68.57,2489.09,393.41
2022-12-16,Sports,Tennis Racket,South,Direct,15,397.45,5663.66,2236.0
2022-12-16,Sports,Tennis Racket,North,Direct,23,481.14,13279.46,5300.61
2022-12-16,Clothing,Jacket,West,Wholesale,33,365.64,13272.73,2013.36
2022-12-16,Clothing,Jeans,North,Wholesale,29,390.88,13602.62,3016.42
2022-12-16,Clothing,Sneakers,East,Direct,21,57.52,1207.92,181.42
2022-12-16,Clothing,Jeans,East,Direct,28,27.6,772.8,314.63
2022-12-16,Clothing,T-Shirt,West,Wholesale,71,376.11,29374.19,6769.95
2022-12-16,Clothing,Jeans,East,Wholesale,57,162.88,9284.16,1474.86
2022-12-16,Clothing,T-Shirt,West,Retail,86,489.53,46309.54,16027.76
2022-12-16,Electronics,Smartphone,West,Wholesale,48,115.63,6105.26,2460.57
2022-12-16,Sports,Running Shoes,North,Wholesale,95,441.93,50380.02,7920.71
2022-12-16,Electronics,Smartphone,Central,Direct,60,160.5,9630.0,3167.35
2022-12-17,Clothing,Jeans,South,Retail,12,327.49,3733.39,577.25
2022-12-17,Electronics,Headphones,South,Direct,58,444.68,24501.87,3964.43
2022-12-17,Clothing,Dress,South,Retail,19,456.28,8235.85,3155.64
2022-12-17,Home & Garden,Bedding Set,South,Retail,89,317.54,26848.01,11411.6
2022-12-17,Clothing,Jeans,North,Wholesale,98,366.14,43058.06,8427.23
2022-12-17,Sports,Yoga Mat,Central,Direct,46,71.6,3293.6,988.21
2022-12-17,Beauty,Face Serum,North,Wholesale,12,96.42,1388.45,530.75
2022-12-17,Beauty,Skin Care Kit,South,Retail,10,184.33,1751.13,462.82
2022-12-17,Sports,Dumbbell Set,North,Retail,27,139.72,4526.93,1098.6
2022-12-17,Home & Garden,Garden Tools,North,Wholesale,14,87.52,1470.34,416.82
2022-12-17,Electronics,Laptop,East,Direct,56,376.75,21098.0,3987.52
2022-12-17,Sports,Yoga Mat,North,Wholesale,7,124.29,1044.04,352.89
2022-12-17,Electronics,Tablet,West,Direct,81,438.13,39037.38,11001.32
2022-12-17,Electronics,Laptop,North,Direct,23,271.61,7496.44,2363.74
2022-12-18,Sports,Yoga Mat,Central,Direct,91,497.43,45266.13,17871.27
2022-12-18,Sports,Yoga Mat,Central,Direct,75,163.12,12234.0,2028.79
2022-12-18,Sports,Running Shoes,Central,Wholesale,55,174.91,9620.05,
2022-12-18,Electronics,Tablet,Central,Wholesale,81,307.26,24888.06,3968.03
2022-12-18,Home & Garden,Lamp,Central,Wholesale,76,287.1,21819.6,9507.39
2022-12-18,Sports,Running Shoes,South,Retail,77,159.71,11682.79,2230.97
2022-12-18,Sports,Tennis Racket,Central,Wholesale,51,422.29,21536.79,9604.3
2022-12-18,Home & Garden,Cookware Set,West,Retail,30,174.16,5747.28,1608.11
2022-12-18,Beauty,Hair Dryer,South,Retail,82,238.64,18590.06,8237.28
2022-12-18,Beauty,Makeup Palette,North,Wholesale,29,32.03,1114.64,185.17
2022-12-18,Clothing,Jeans,East,Direct,81,386.07,31271.67,10628.62
2022-12-18,Electronics,Smartphone,West,Direct,94,65.3,6752.02,1278.4
2022-12-18,Home & Garden,Office Chair,North,Direct,52,81.44,5081.86,1858.58
2022-12-18,Beauty,Face Serum,South,Wholesale,70,113.37,7539.11,2680.67
2022-12-18,Home & Garden,Cookware Set,South,Wholesale,40,271.32,10310.16,3596.08
2022-12-18,Beauty,Fragrance,Central,Direct,5,234.33,1171.65,251.11
2022-12-19,Beauty,Face Serum,North,Retail,40,112.93,5420.64,2018.8
2022-12-19,Electronics,Laptop,West,Direct,55,188.98,11433.29,2368.37
2022-12-19,Sports,Bike Helmet,Central,Retail,39,363.56,14178.84,3461.18
2022-12-19,Electronics,Smartwatch,South,Retail,1,454.59,431.86,79.62
2022-12-19,Clothing,Dress,Central,Retail,68,479.06,32576.08,7902.08
2022-12-19,Beauty,Fragrance,West,Direct,94,121.24,12536.22,5050.61
2022-12-19,Home & Garden,Cookware Set,Central,Direct,32,358.08,11458.56,2798.05
2022-12-19,Home & Garden,Bedding Set,West,Retail,32,395.8,13932.16,4361.24
2022-12-19,Sports,Yoga Mat,South,Wholesale,81,156.61,12051.14,4503.07
2022-12-19,Home & Garden,Cookware Set,Central,Wholesale,27,310.38,8380.26,2783.93
2022-12-19,Sports,Running Shoes,East,Retail,76,110.96,8432.96,3707.13
2022-12-19,Sports,Tennis Racket,East,Retail,45,194.95,8772.75,1475.44
2022-12-19,Clothing,T-Shirt,Central,Retail,40,52.44,2097.6,535.14
2022-12-19,Sports,Yoga Mat,West,Retail,37,278.72,11343.9,2522.79
2022-12-19,Clothing,T-Shirt,South,Wholesale,19,374.47,6759.18,1191.89
2022-12-19,Home & Garden,Bedding Set,Central,Direct,98,435.0,42630.0,7166.73
2022-12-20,Electronics,Tablet,West,Retail,24,496.78,13114.99,3210.25
2022-12-20,Clothing,T-Shirt,South,Direct,76,164.22,11856.68,4036.97
2022-12-20,Beauty,Skin Care Kit,Central,Retail,12,423.8,5085.6,2017.4
2022-12-20,Clothing,Sneakers,West,Wholesale,46,82.38,4168.43,1271.53
2022-12-20,Electronics,Smartwatch,Central,Direct,14,93.58,1310.12,499.3
2022-12-20,Sports,Running Shoes,North,Retail,35,66.85,2807.7,861.17
2022-12-20,Beauty,Face Serum,South,Direct,24,463.63,10570.76,2498.09
2022-12-20,Beauty,Makeup Palette,East,Retail,90,129.41,11646.9,3863.42
2022-12-20,Home & Garden,Garden Tools,West,Direct,60,391.02,25807.32,10755.97
2022-12-20,Clothing,T-Shirt,South,Wholesale,25,344.77,8188.29,2453.89
2022-12-21,Clothing,Jeans,South,Direct,21,168.1,3353.59,1216.68
2022-12-21,Beauty,Fragrance,Central,Wholesale,34,14.18,482.12,115.63
2022-12-21,Home & Garden,Lamp,Central,Wholesale,79,398.26,31462.54,8490.15
2022-12-21,Clothing,T-Shirt,Central,Wholesale,85,146.76,12474.6,2077.66
2022-12-21,Beauty,Fragrance,East,Direct,72,365.19,26293.68,8817.33
2022-12-21,Electronics,Headphones,South,Direct,25,345.64,8208.95,2830.19
2022-12-21,Beauty,Hair Dryer,West,Retail,54,272.07,16160.96,4365.9
2022-12-21,Electronics,Smartwatch,East,Wholesale,22,172.52,3795.44,1566.05
2022-12-21,Electronics,Laptop,North,Retail,73,269.56,23613.46,5462.42
2022-12-21,Electronics,Laptop,East,Retail,54,421.48,22759.92,8100.66
2022-12-21,Beauty,Hair Dryer,East,Wholesale,54,105.19,5680.26,2015.99
2022-12-21,Clothing,Jacket,North,Retail,56,85.55,5748.96,1520.87
2022-12-21,Home & Garden,Lamp,North,Wholesale,65,98.62,7692.36,1731.95
2022-12-22,Electronics,Smartphone,West,Wholesale,88,275.3,26649.04,5052.88
2022-12-22,Beauty,Skin Care Kit,West,Wholesale,59,287.66,18669.13,7239.1
2022-12-22,Beauty,Face Serum,Central,Wholesale,81,42.35,3430.35,601.01
2022-12-22,Electronics,Headphones,South,Retail,85,91.56,7393.47,2302.8
2022-12-22,Electronics,Headphones,West,Direct,10,166.29,1829.19,758.38
2022-12-22,Home & Garden,Lamp,West,Retail,58,486.48,31037.42,11883.94
2022-12-22,Beauty,Fragrance,East,Retail,93,381.81,35508.33,13806.32
2022-12-22,Sports,Bike Helmet,South,Direct,74,208.88,14684.26,5749.76
2022-12-22,Sports,Yoga Mat,Central,Wholesale,88,311.11,27377.68,8844.11
2022-12-22,Electronics,Tablet,South,Direct,39,188.57,6986.52,2914.54
2022-12-22,Beauty,Makeup Palette,South,Direct,12,479.96,5471.54,2413.18
2022-12-22,Clothing,T-Shirt,North,Direct,22,432.6,11420.64,2815.0
2022-12-22,Home & Garden,Cookware Set,East,Direct,48,238.47,11446.56,3693.3
2022-12-22,Home & Garden,Cookware Set,North,Retail,56,323.55,21742.56,7682.71
2022-12-22,Electronics,Smartphone,Central,Retail,18,133.31,2399.58,440.15
2022-12-22,Clothing,Sneakers,South,Wholesale,73,386.66,26814.87,6031.3
2022-12-23,Electronics,Smartwatch,East,Wholesale,93,416.58,38741.94,16446.06
2022-12-23,Clothing,Jacket,Central,Wholesale,51,175.33,8941.83,3159.77
2022-12-23,Sports,Dumbbell Set,North,Retail,85,159.52,16271.04,5084.13
2022-12-23,Sports,Dumbbell Set,East,Direct,14,405.55,5677.7,1880.61
2022-12-23,Beauty,Skin Care Kit,South,Direct,74,67.76,4763.53,1268.46
2022-12-23,Beauty,Face Serum,Central,Retail,24,198.52,4764.48,1292.44
2022-12-23,Beauty,Hair Dryer,Central,Wholesale,37,13.54,500.98,158.76
2022-12-23,Clothing,Sneakers,South,Direct,45,282.03,12056.78,3954.0
2022-12-23,Clothing,Dress,North,Retail,98,499.44,58734.14,15712.99
2022-12-23,Electronics,Smartphone,North,Direct,4,225.83,1083.98,485.48
2022-12-23,Sports,Dumbbell Set,Central,Retail,64,350.11,22407.04,7916.56
2022-12-23,Clothing,Sneakers,North,Wholesale,49,323.91,19045.91,8234.4
2022-12-23,Sports,Tennis Racket,South,Retail,19,59.94,1081.92,264.65
2022-12-23,Sports,Running Shoes,Central,Retail,3,234.43,703.29,275.0
2022-12-23,Electronics,Laptop,East,Retail,93,419.91,39051.63,14749.86
2022-12-23,Sports,Yoga Mat,East,Wholesale,35,450.85,15779.75,5948.3
2022-12-23,Clothing,T-Shirt,East,Wholesale,86,113.09,9725.74,3697.51
2022-12-24,Home & Garden,Garden Tools,South,Direct,89,355.44,30052.45,7366.22
2022-12-24,Electronics,Tablet,East,Direct,65,429.36,27908.4,8399.36
2022-12-24,Beauty,Makeup Palette,Central,Direct,65,257.9,16763.5,5375.66
2022-12-24,Clothing,Jacket,Central,Retail,2,315.12,630.24,115.85
2022-12-24,Beauty,Makeup Palette,North,Wholesale,24,277.03,7978.46,2144.37
2022-12-24,Beauty,Fragrance,Central,Direct,58,284.98,16528.84,6887.54
2022-12-24,Home & Garden,Office Chair,North,Direct,37,50.86,2258.18,531.27
2022-12-24,Home & Garden,Bedding Set,Central,Wholesale,32,216.75,6936.0,2680.74
2022-12-24,Electronics,Smartphone,South,Wholesale,17,305.54,4934.47,1522.89
2022-12-24,Electronics,Smartwatch,East,Direct,59,333.27,19662.93,8037.36
2022-12-24,Beauty,Skin Care Kit,West,Retail,5,266.75,1467.13,317.31
2022-12-24,Sports,Dumbbell Set,North,Retail,34,222.98,9097.58,2339.61
2022-12-24,Home & Garden,Garden Tools,North,Wholesale,36,414.16,17891.71,4420.81
2022-12-24,Home & Garden,Garden Tools,North,Wholesale,9,306.8,3313.44,1174.55
2022-12-24,Clothing,Jacket,North,Retail,85,444.41,45329.82,15465.87
2022-12-24,Beauty,Face Serum,East,Direct,25,188.71,4717.75,805.33
2022-12-24,Clothing,Dress,South,Wholesale,50,145.24,6898.9,1923.56
2022-12-24,Beauty,Hair Dryer,East,Direct,81,38.24,3097.44,1079.33
2022-12-24,Electronics,Laptop,East,Direct,76,458.96,34880.96,12009.35
2022-12-24,Home & Garden,Cookware Set,South,Retail,92,370.21,32356.35,11843.26
2022-12-25,Electronics,Headphones,North,Retail,96,274.32,31601.66,14219.87
2022-12-25,Home & Garden,Bedding Set,North,Wholesale,34,112.75,4600.2,1646.65
2022-12-25,Home & Garden,Cookware Set,Central,Retail,22,113.53,2497.66,956.75
2022-12-25,Beauty,Hair Dryer,Central,Wholesale,61,143.34,8743.74,2478.7
2022-12-25,Sports,Running Shoes,South,Direct,79,226.2,16976.31,5239.16
2022-12-25,Sports,Yoga Mat,West,Direct,61,245.57,16477.75,7393.64
2022-12-25,Home & Garden,Office Chair,East,Retail,87,494.1,42986.7,17954.31
2022-12-25,Clothing,T-Shirt,South,Retail,88,101.85,8514.66,
2022-12-25,Home & Garden,Cookware Set,Central,Retail,79,115.86,9152.94,4096.74
2022-12-25,Home & Garden,Lamp,North,Retail,65,67.96,5300.88,1848.91
2022-12-25,Beauty,Skin Care Kit,Central,Wholesale,89,307.23,27343.47,11696.59
2022-12-25,Electronics,Laptop,East,Retail,3,430.83,1292.49,475.73
2022-12-25,Electronics,Laptop,Central,Retail,86,475.72,40911.92,18160.88
2022-12-26,Home & Garden,Garden Tools,West,Wholesale,63,24.83,1720.72,503.48
2022-12-26,Home & Garden,Bedding Set,North,Retail,55,179.12,11821.92,3040.71
2022-12-26,Sports,Running Shoes,Central,Direct,33,421.35,13904.55,3671.44
2022-12-26,Home & Garden,Bedding Set,North,Direct,24,137.65,3964.32,833.23
2022-12-26,Electronics,Smartphone,East,Wholesale,44,357.55,15732.2,3632.31
2022-12-26,Clothing,Sneakers,West,Direct,51,421.43,23642.22,8212.27
2022-12-26,Sports,Tennis Racket,North,Wholesale,43,314.36,16220.98,5697.02
2022-12-26,Electronics,Tablet,North,Retail,95,408.93,46618.02,7866.94
2022-12-26,Beauty,Makeup Palette,West,Retail,36,412.49,16334.6,6859.88
2022-12-26,Home & Garden,Cookware Set,North,Wholesale,97,29.42,3424.49,1247.97
2022-12-26,Clothing,Jeans,North,Direct,74,18.48,1641.02,376.85
2022-12-26,Sports,Running Shoes,East,Retail,36,297.44,10707.84,1991.66
2022-12-26,Clothing,Jacket,North,Wholesale,98,279.43,32860.97,13577.42
2022-12-26,Clothing,Sneakers,East,Direct,76,214.72,16318.72,4293.52
2022-12-26,Clothing,Jeans,South,Wholesale,77,483.03,35333.64,11940.13
2022-12-26,Home & Garden,Lamp,South,Direct,60,235.11,13401.27,2974.88
2022-12-26,Clothing,Jacket,North,Direct,32,13.13,504.19,122.21
2022-12-27,Clothing,Dress,Central,Direct,89,322.07,28664.23,10408.15
2022-12-27,Beauty,Makeup Palette,South,Direct,74,250.32,17597.5,4291.69
2022-12-27,Sports,Tennis Racket,East,Wholesale,4,243.36,973.44,301.05
2022-12-27,Electronics,Smartwatch,North,Direct,7,483.72,4063.25,1078.67
2022-12-27,Electronics,Tablet,North,Direct,5,136.33,817.98,133.84
2022-12-27,Home & Garden,Bedding Set,Central,Retail,42,139.17,5845.14,1869.34
2022-12-27,Electronics,Smartphone,North,Direct,74,30.32,2692.42,625.19
2022-12-27,Home & Garden,Bedding Set,Central,Retail,49,84.61,4145.89,1735.14
2022-12-27,Beauty,Fragrance,East,Direct,68,361.95,24612.6,6418.19
2022-12-27,Home & Garden,Bedding Set,North,Wholesale,99,74.83,8889.8,3289.3
2022-12-27,Electronics,Headphones,North,Wholesale,59,261.28,18498.62,5040.43
2022-12-28,Sports,Tennis Racket,West,Direct,45,229.09,11339.95,4173.61
2022-12-28,Clothing,Jacket,South,Direct,4,121.07,460.07,122.2
2022-12-28,Beauty,Skin Care Kit,West,Direct,96,112.96,11928.58,3629.35
2022-12-28,Electronics,Laptop,East,Retail,86,436.69,37555.34,14810.23
2022-12-28,Sports,Running Shoes,North,Wholesale,21,316.11,7965.97,2941.03
2022-12-28,Electronics,Headphones,North,Wholesale,29,207.32,7214.74,1972.07
2022-12-28,Clothing,Jacket,West,Wholesale,77,324.91,27519.88,5096.73
2022-12-28,Electronics,Smartwatch,East,Wholesale,11,485.84,5344.24,1610.62
2022-12-28,Clothing,Sneakers,West,Wholesale,26,29.48,843.13,242.0
2022-12-28,Home & Garden,Lamp,East,Retail,57,288.41,16439.37,7290.3
2022-12-28,Electronics,Smartphone,West,Wholesale,11,58.58,708.82,258.7
2022-12-28,Sports,Tennis Racket,East,Direct,95,339.38,32241.1,13818.62
2022-12-28,Sports,Yoga Mat,East,Retail,19,286.54,5444.26,1761.12
2022-12-28,Clothing,Jacket,Central,Direct,49,64.03,3137.47,1081.68
2022-12-28,Electronics,Smartwatch,East,Retail,92,440.86,40559.12,11967.93
2022-12-28,Sports,Running Shoes,Central,Retail,83,49.61,4117.63,989.88
2022-12-28,Electronics,Laptop,North,Direct,92,24.87,2745.65,650.19
2022-12-29,Sports,Running Shoes,South,Direct,59,456.94,25611.49,6471.97
2022-12-29,Sports,Dumbbell Set,East,Retail,34,267.44,9092.96,4078.26
2022-12-29,Beauty,Skin Care Kit,South,Retail,74,345.89,24316.07,9479.88
2022-12-29,Sports,Yoga Mat,East,Retail,1,311.61,311.61,77.46
2022-12-29,Home & Garden,Cookware Set,West,Direct,85,421.29,39390.62,7821.02
2022-12-29,Beauty,Makeup Palette,Central,Direct,60,481.43,28885.8,12507.14
2022-12-29,Clothing,Sneakers,South,Retail,76,298.89,21579.86,6850.68
2022-12-29,Sports,Tennis Racket,West,Retail,37,117.01,4762.31,1465.44
2022-12-29,Home & Garden,Bedding Set,West,Retail,62,100.25,6837.05,1113.23
2022-12-29,Beauty,Fragrance,North,Wholesale,3,106.99,385.16,88.13
2022-12-29,Sports,Dumbbell Set,North,Retail,76,410.54,37441.25,7293.14
2022-12-29,Home & Garden,Garden Tools,North,Retail,75,212.6,19134.0,6655.46
2022-12-29,Sports,Bike Helmet,West,Retail,55,14.21,859.71,313.62
2022-12-29,Home & Garden,Cookware Set,North,Retail,75,23.8,2142.0,773.69
2022-12-29,Home & Garden,Office Chair,South,Wholesale,77,333.0,24358.95,6778.18
2022-12-29,Clothing,Jeans,West,Retail,79,490.47,42621.84,15897.44
2022-12-29,Clothing,T-Shirt,Central,Direct,97,450.21,43670.37,10319.0
2022-12-30,Clothing,Jacket,Central,Retail,29,248.32,7201.28,3226.89
2022-12-30,Clothing,T-Shirt,Central,Retail,11,152.49,1677.39,267.78
2022-12-30,Electronics,Laptop,West,Wholesale,54,206.15,12245.31,4986.88
2022-12-30,Clothing,Jacket,North,Retail,46,348.63,19244.38,7852.05
2022-12-30,Beauty,Skin Care Kit,West,Direct,49,306.51,16520.89,
2022-12-30,Beauty,Fragrance,West,Wholesale,58,471.21,30063.2,5181.05
2022-12-30,Electronics,Smartwatch,West,Direct,58,73.98,4719.92,734.81
2022-12-30,Home & Garden,Garden Tools,Central,Direct,7,111.09,777.63,195.57
2022-12-30,Sports,Tennis Racket,North,Retail,8,359.07,3447.07,1234.8
2022-12-30,Clothing,Sneakers,South,Retail,12,217.94,2484.52,415.92
2022-12-30,Sports,Dumbbell Set,West,Retail,41,347.56,15674.96,4033.29
2022-12-30,Clothing,Jacket,Central,Direct,12,182.05,2184.6,822.86
2022-12-30,Electronics,Smartphone,East,Wholesale,51,139.49,7113.99,2721.24
2022-12-30,Home & Garden,Garden Tools,Central,Wholesale,98,435.17,42646.66,12484.55
2022-12-30,Clothing,Sneakers,South,Direct,28,495.37,13176.84,2607.16
2022-12-30,Home & Garden,Lamp,East,Retail,2,324.81,649.62,99.79
2022-12-31,Beauty,Face Serum,Central,Retail,74,85.81,6349.94,1024.38
2022-12-31,Home & Garden,Garden Tools,West,Retail,65,105.49,7542.53,2832.62
2022-12-31,Beauty,Hair Dryer,North,Direct,50,79.75,4785.0,
2022-12-31,Beauty,Fragrance,Central,Retail,7,413.25,2892.75,556.65
2022-12-31,Sports,Bike Helmet,North,Direct,76,445.42,40622.3,15581.35
2022-12-31,Clothing,Sneakers,South,Direct,26,345.14,8524.96,1593.58
2022-12-31,Clothing,T-Shirt,Central,Retail,89,175.24,15596.36,4845.35
2022-12-31,Electronics,Smartphone,Central,Direct,53,397.36,21060.08,9400.24
2022-12-31,Sports,Bike Helmet,Central,Retail,7,284.64,1992.48,766.5
2022-12-31,Home & Garden,Office Chair,Central,Direct,53,257.72,13659.16,5649.96
2022-12-31,Clothing,Jeans,North,Retail,91,144.99,15832.91,5526.79
2022-12-31,Electronics,Tablet,Central,Retail,4,12.14,48.56,15.81
2022-12-31,Beauty,Fragrance,East,Direct,78,398.89,31113.42,8926.18
2022-12-31,Electronics,Headphones,North,Wholesale,78,487.79,45657.14,16912.62
2022-12-31,Sports,Dumbbell Set,West,Direct,66,286.83,20823.86,6220.56
2022-12-31,Home & Garden,Cookware Set,South,Wholesale,29,14.69,404.71,157.36
2022-12-31,Electronics,Headphones,South,Retail,56,384.91,20477.21,7321.13
2022-12-31,Beauty,Skin Care Kit,West,Retail,74,281.63,22924.68,3909.95
2022-12-31,Home & Garden,Lamp,East,Retail,43,80.96,3481.28,537.9
2023-01-01,Home & Garden,Garden Tools,Central,Retail,43,215.63,9272.09,3717.08
2023-01-01,Electronics,Laptop,North,Retail,7,172.44,1448.5,256.36
2023-01-01,Clothing,Dress,East,Wholesale,1,219.28,219.28,55.85
2023-01-01,Sports,Bike Helmet,North,Retail,50,402.42,24145.2,8563.63
2023-01-01,Electronics,Tablet,West,Direct,25,404.38,11120.45,3877.79
2023-01-01,Electronics,Tablet,South,Retail,65,245.62,15167.03,3301.83
2023-01-01,Clothing,T-Shirt,East,Wholesale,35,467.56,16364.6,5152.76
2023-01-01,Beauty,Hair Dryer,South,Direct,72,341.08,23329.87,8545.81
2023-01-01,Sports,Yoga Mat,South,Retail,18,420.33,7187.64,1582.94
2023-01-01,Clothing,T-Shirt,East,Direct,77,377.09,29035.93,6610.35
2023-01-01,Clothing,Jacket,West,Wholesale,73,462.58,37145.17,12081.51
2023-01-01,Sports,Dumbbell Set,Central,Direct,22,205.15,4513.3,1958.91
2023-01-01,Sports,Dumbbell Set,Central,Wholesale,22,321.62,7075.64,2242.75
2023-01-02,Home & Garden,Office Chair,North,Retail,85,434.56,44325.12,8401.43
2023-01-02,Clothing,Dress,South,Direct,34,417.43,13482.99,5958.62
2023-01-02,Sports,Bike Helmet,East,Wholesale,44,327.46,14408.24,2594.38
2023-01-02,Beauty,Face Serum,East,Direct,1,485.74,485.74,80.58
2023-01-02,Clothing,Jacket,North,Direct,33,231.77,9178.09,1704.24
2023-01-02,Sports,Yoga Mat,North,Wholesale,12,138.76,1998.14,868.39
2023-01-02,Sports,Dumbbell Set,South,Retail,76,167.31,12079.78,3794.7
2023-01-02,Clothing,Dress,North,Retail,39,270.5,12659.4,5459.83
2023-01-02,Home & Garden,Lamp,West,Direct,46,395.69,20021.91,3435.41
2023-01-02,Sports,Yoga Mat,East,Wholesale,89,253.63,22573.07,8508.58
2023-01-02,Beauty,Fragrance,East,Wholesale,29,156.1,4526.9,1867.16
2023-01-02,Clothing,Dress,West,Wholesale,56,101.36,6243.78,1085.17
2023-01-02,Home & Garden,Lamp,North,Direct,38,293.87,13400.47,4697.64
2023-01-02,Electronics,Headphones,North,Wholesale,1,28.23,33.88,7.89
2023-01-02,Electronics,Tablet,East,Wholesale,58,307.99,17863.42,4375.45
2023-01-02,Home & Garden,Lamp,South,Retail,87,34.49,2850.6,706.86
2023-01-02,Beauty,Face Serum,West,Direct,25,135.4,3723.5,673.95
2023-01-02,Electronics,Smartphone,North,Wholesale,36,98.44,4252.61,922.18
2023-01-02,Home & Garden,Garden Tools,North,Direct,71,74.69,6363.59,1897.76
2023-01-02,Beauty,Fragrance,East,Retail,12,18.34,220.08,36.28
2023-01-02,Electronics,Laptop,South,Wholesale,36,167.56,5730.55,1597.96
2023-01-02,Clothing,T-Shirt,Central,Direct,13,486.56,6325.28,1224.49
2023-01-03,Electronics,Smartphone,Central,Retail,7,10.41,72.87,23.17
2023-01-03,Electronics,Tablet,West,Direct,16,79.52,1399.55,290.02
2023-01-03,Sports,Running Shoes,North,Direct,67,173.44,13944.58,4197.83
2023-01-03,Beauty,Face Serum,Central,Wholesale,36,265.09,9543.24,4050.82
2023-01-03,Beauty,Face Serum,North,Direct,31,19.74,734.33,310.28
2023-01-03,Clothing,T-Shirt,South,Wholesale,87,272.09,22488.24,6556.71
2023-01-03,Clothing,Dress,East,Retail,48,460.47,22102.56,8908.04
2023-01-03,Clothing,Dress,Central,Wholesale,57,305.02,17386.14,7637.55
2023-01-03,Beauty,Face Serum,East,Direct,93,325.55,30276.15,7892.66
2023-01-04,Home & Garden,Office Chair,South,Retail,92,372.51,32557.37,9143.32
2023-01-04,Electronics,Headphones,East,Wholesale,19,22.1,419.9,139.44
2023-01-04,Clothing,Sneakers,Central,Direct,96,63.76,6120.96,1692.07
2023-01-04,Sports,Yoga Mat,West,Direct,77,391.93,33196.47,10792.27
2023-01-04,Sports,Tennis Racket,South,Wholesale,44,247.37,10340.07,2456.68
2023-01-04,Home & Garden,Garden Tools,South,Wholesale,73,247.17,17141.24,7246.06
2023-01-04,Beauty,Makeup Palette,Central,Retail,42,470.96,19780.32,8170.07
2023-01-04,Home & Garden,Bedding Set,South,Retail,22,135.67,2835.5,1183.75
2023-01-04,Beauty,Hair Dryer,Central,Direct,27,196.14,5295.78,1749.11
2023-01-04,Clothing,Jeans,East,Retail,45,122.98,5534.1,1559.73
2023-01-04,Sports,Dumbbell Set,West,Direct,41,213.97,9650.05,4137.53
2023-01-04,Sports,Running Shoes,Central,Retail,64,261.86,16759.04,6768.98
2023-01-04,Sports,Bike Helmet,North,Wholesale,39,414.65,19405.62,3515.94
2023-01-05,Home & Garden,Office Chair,North,Wholesale,86,111.32,11488.22,4851.68
